city,latitude,longitude,timestamp,aqi,pm2_5,pm10,no2,o3,co,so2,nh3,aqi_category,cluster_id,new_category,bmkg_normalized
Surabaya,-7.2575,112.7521,2026-04-20T10:04:48.760126,1,7.57,11.43,1.77,47.6,194.85,0.69,1.27,Baik,1,Baru_Baik,Baru_Baik
Bandung,-6.9175,107.6191,2026-04-20T10:04:48.767448,1,6.28,12.66,0.27,47.86,86.08,0.42,0.37,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-20T10:04:48.778399,1,1.87,2.66,0.32,11.78,130.1,0.07,1.43,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-20T10:04:48.788281,1,7.97,13.58,1.4,47.0,138.95,1.37,1.24,Baik,1,Baru_Baik,Baru_Baik
Makassar,-5.1477,119.4327,2026-04-20T10:04:48.794932,1,3.92,6.08,0.25,41.32,100.88,0.11,0.06,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-20T10:04:48.809912,1,2.97,3.75,0.84,26.39,194.74,0.34,0.34,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-20T10:04:48.824626,1,10.42,14.74,2.03,51.45,175.84,1.0,1.06,Baik,1,Baru_Baik,Baru_Baik
Depok,-6.4025,106.7942,2026-04-20T10:04:48.831022,1,6.87,13.84,0.72,46.07,106.72,0.42,0.42,Baik,1,Baru_Baik,Baru_Baik
Bekasi,-6.2383,106.9756,2026-04-20T10:04:48.839563,1,9.9,15.24,1.96,48.85,169.1,0.96,0.98,Baik,1,Baru_Baik,Baru_Baik
Jakarta,-6.2088,106.8456,2026-04-20T10:04:51.892628,1,9.9,15.24,1.96,48.85,169.1,0.96,0.98,Baik,1,Baru_Baik,Baru_Baik
Surabaya,-7.2575,112.7521,2026-04-20T10:04:51.901602,1,7.57,11.43,1.77,47.6,194.85,0.69,1.27,Baik,1,Baru_Baik,Baru_Baik
Bandung,-6.9175,107.6191,2026-04-20T10:04:51.907380,1,6.28,12.66,0.27,47.86,86.08,0.42,0.37,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-20T10:04:51.916784,1,1.87,2.66,0.32,11.78,130.1,0.07,1.43,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-20T10:04:51.930422,1,7.97,13.58,1.4,47.0,138.95,1.37,1.24,Baik,1,Baru_Baik,Baru_Baik
Makassar,-5.1477,119.4327,2026-04-20T10:04:51.943832,1,3.92,6.08,0.25,41.32,100.88,0.11,0.06,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-20T10:04:51.960193,1,2.97,3.75,0.84,26.39,194.74,0.34,0.34,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-20T10:04:51.979653,1,10.42,14.74,2.03,51.45,175.84,1.0,1.06,Baik,1,Baru_Baik,Baru_Baik
Depok,-6.4025,106.7942,2026-04-20T10:04:51.989478,1,6.87,13.84,0.72,46.07,106.72,0.42,0.42,Baik,1,Baru_Baik,Baru_Baik
Bekasi,-6.2383,106.9756,2026-04-20T10:04:52.002533,1,9.9,15.24,1.96,48.85,169.1,0.96,0.98,Baik,1,Baru_Baik,Baru_Baik
Jakarta,-6.2088,106.8456,2026-04-23T10:32:46.916382,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:32:47.096307,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:32:47.277183,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:32:47.457421,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:32:47.638439,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:32:47.647776,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:32:47.826489,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:32:48.005436,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:32:48.183677,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:32:48.364087,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:32:51.091219,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:32:51.098984,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:32:51.105520,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:32:51.114726,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:32:51.120398,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:32:51.125786,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:32:51.131469,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:32:51.138228,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:32:51.144613,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:32:51.151811,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:32:53.669675,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:32:53.677254,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:32:53.684019,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:32:53.691915,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:32:53.699080,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:32:53.706599,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:32:53.712875,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:32:53.720096,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:32:53.728975,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:32:53.735119,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:32:56.290778,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:32:56.297683,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:32:56.303222,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:32:56.309759,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:32:56.316279,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:32:56.323527,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:32:56.330250,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:32:56.337648,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:32:56.344461,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:32:56.350915,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:32:58.870093,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:32:58.878171,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:32:58.884301,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:32:58.891528,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:32:58.897495,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:32:58.903030,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:32:58.909538,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:32:58.916893,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:32:58.923351,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:32:58.928998,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:33:01.455680,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:33:01.461990,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:33:01.468970,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:33:01.475935,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:33:01.483467,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:33:01.490240,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:33:01.496742,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:33:01.503869,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:33:01.510616,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:33:01.517208,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:33:04.036953,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:33:04.044349,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:33:04.050780,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:33:04.057411,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:33:04.064097,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:33:04.071034,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:33:04.078204,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:33:04.085629,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:33:04.091170,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:33:04.097920,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:33:06.613765,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:33:06.621794,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:33:06.629367,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:33:06.637286,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:33:06.643510,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:33:06.650341,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:33:06.656923,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:33:06.663357,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:33:06.670473,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:33:06.677508,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:33:09.204824,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:33:09.210753,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:33:09.217556,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:33:09.224923,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:33:09.231022,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:33:09.238093,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:33:09.244637,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:33:09.251726,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:33:09.258461,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:33:09.264863,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:33:11.786885,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:33:11.793970,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:33:11.800703,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:33:11.807823,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:33:11.813879,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:33:11.820965,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:33:11.828255,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:33:11.835883,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:33:11.841686,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:33:11.847851,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:14.133737,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:14.139908,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:14.147122,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:14.154763,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:14.162384,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:14.168777,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:14.175153,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:14.182223,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:14.188857,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:14.196576,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:16.715529,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:16.723095,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:16.730229,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:16.737998,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:16.743780,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:16.749380,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:16.754437,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:16.760851,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:16.767677,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:16.773002,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:19.303615,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:19.321940,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:19.327785,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:19.334735,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:19.340993,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:19.347831,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:19.354781,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:19.362148,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:19.368294,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:19.375426,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:21.897139,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:21.903339,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:21.910505,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:21.917486,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:21.924799,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:21.942780,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:21.948804,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:21.955815,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:21.963433,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:21.970984,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:24.492090,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
