city,latitude,longitude,timestamp,aqi,pm2_5,pm10,no2,o3,co,so2,nh3,aqi_category,cluster_id,new_category,bmkg_normalized
Surabaya,-7.2575,112.7521,2026-04-23T10:34:24.499930,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:24.506368,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:24.513677,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:24.519442,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:24.528367,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:24.533926,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:24.540388,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:24.546773,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:24.552907,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:27.078921,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:27.086823,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:27.092921,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:27.100129,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:27.106744,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:27.113904,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:27.120215,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:27.128280,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:27.133801,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:27.140574,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:29.676119,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:29.682013,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:29.689183,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:29.696604,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:29.703641,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:29.714548,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:29.720579,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:29.727866,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:29.735935,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:29.746197,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:32.279239,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:32.286858,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:32.293194,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:32.300748,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:32.306971,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:32.313253,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:32.319034,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:32.325332,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:32.332189,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:32.338682,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:34.860695,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:34.867260,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:34.874499,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:34.881949,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:34.888200,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:34.895222,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:34.901937,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:34.911285,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:34.917223,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:34.923907,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:34:37.449243,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:34:37.455404,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:34:37.461688,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:34:37.468939,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:34:37.474976,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:34:37.482993,1,10.57,11.75,0.51,62.63,179.46,0.2,0.14,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:34:37.488459,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:34:37.495251,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:34:37.501826,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:34:37.509562,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:22.891736,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:23.071899,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:23.256103,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:23.438093,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:23.443584,3,114.37,122.13,6.35,134.09,719.51,5.31,1.44,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:23.624612,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:23.805852,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:23.988491,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:24.169489,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:24.348837,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:26.880833,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:26.887500,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:26.893954,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:26.901259,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:26.908707,3,114.37,122.13,6.35,134.09,719.51,5.31,1.44,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:26.916635,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:26.923448,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:26.931108,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:26.937108,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:26.942463,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:29.463608,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:29.469494,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:29.477003,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:29.484919,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:29.665465,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:29.671723,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:29.677701,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:29.684923,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:29.691991,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:29.698577,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:32.226457,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:32.231421,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:32.239112,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:32.245718,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:32.252073,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:32.258973,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:32.265619,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:32.270940,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:32.276998,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:32.284295,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:34.803392,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:34.809389,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:34.816495,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:34.823157,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:34.830644,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:34.836666,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:34.844131,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:34.850712,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:34.857157,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:34.862931,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:37.381209,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:37.386775,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:37.394093,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:37.401232,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:37.406885,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:37.413280,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:37.419441,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:37.427011,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:37.433065,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:37.440542,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:39.974792,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:39.980926,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:39.987980,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:39.994116,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:40.000353,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:40.006818,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:40.013533,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:40.018874,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:40.025296,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:40.032091,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:42.586121,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:42.591922,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:42.597756,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:42.605117,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:42.612026,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:42.618385,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:42.625203,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:42.634414,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:42.641254,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:42.647086,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:45.167083,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:45.172734,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:45.180312,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:45.187706,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:45.193339,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:45.199221,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:45.204359,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:45.211008,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:45.217947,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:45.224462,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:39:47.744564,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Surabaya,-7.2575,112.7521,2026-04-23T10:39:47.750514,2,62.69,74.61,24.66,70.82,1026.47,6.99,3.84,Sedang,2,Baru_TidakSehat,Baru_Sedang
Bandung,-6.9175,107.6191,2026-04-23T10:39:47.757535,1,6.34,7.94,0.99,41.07,139.05,0.43,0.47,Baik,1,Baru_Baik,Baru_Baik
Medan,3.5952,98.6722,2026-04-23T10:39:47.764607,1,1.21,2.1,0.32,7.85,103.69,0.07,1.32,Baik,1,Baru_Baik,Baru_Baik
Semarang,-6.9932,110.4203,2026-04-23T10:39:47.771450,3,107.91,119.0,9.48,110.83,787.02,5.16,2.97,Tidak Sehat,0,Baru_Berbahaya,Baru_TidakSehat
Makassar,-5.1477,119.4327,2026-04-23T10:39:47.778614,1,6.61,7.76,0.41,52.21,144.59,0.15,0.13,Baik,1,Baru_Baik,Baru_Baik
Palembang,-2.9761,104.7754,2026-04-23T10:39:47.784500,1,7.34,9.27,2.28,17.87,246.78,0.54,0.53,Baik,1,Baru_Baik,Baru_Baik
Tangerang,-6.1702,106.6402,2026-04-23T10:39:47.790362,2,63.4,66.11,1.94,139.0,455.0,4.95,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Depok,-6.4025,106.7942,2026-04-23T10:39:47.799593,2,22.73,24.74,0.74,68.3,193.36,1.71,0.0,Sedang,1,Baru_Baik,Baru_Sedang
Bekasi,-6.2383,106.9756,2026-04-23T10:39:47.805213,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
Jakarta,-6.2088,106.8456,2026-04-23T10:42:11.485245,2,51.04,53.33,1.59,116.12,379.29,4.08,0.0,Sedang,3,Baru_Sedang,Baru_Sedang
